GO,pos_hits,term_size,p,q,direction,name,namespace,compartment,label
GO:0044208,3,3,0.37529039402919345,0.9845893283417219,Positive,GO:0044208,,other,GO:0044208
GO:0006098,3,3,0.37529039402919345,0.9845893283417219,Positive,GO:0006098,,other,GO:0006098
GO:0010181,3,3,0.37529039402919345,0.9845893283417219,Positive,GO:0010181,,other,GO:0010181
GO:0042351,3,3,0.37529039402919345,0.9845893283417219,Positive,GO:0042351,,other,GO:0042351
GO:0022904,3,3,0.37529039402919345,0.9845893283417219,Positive,GO:0022904,,other,GO:0022904
GO:0006777,3,3,0.37529039402919345,0.9845893283417219,Positive,GO:0006777,,other,GO:0006777
GO:0071269,3,3,0.37529039402919345,0.9845893283417219,Positive,GO:0071269,,other,GO:0071269
GO:0016811,3,3,0.37529039402919345,0.9845893283417219,Positive,GO:0016811,,other,GO:0016811
GO:0015297,3,3,0.37529039402919345,0.9845893283417219,Positive,GO:0015297,,other,GO:0015297
GO:0030145,3,3,0.37529039402919345,0.9845893283417219,Positive,GO:0030145,,other,GO:0030145
GO:0004222,3,3,0.37529039402919345,0.9845893283417219,Positive,GO:0004222,,other,GO:0004222
GO:0016149,3,3,0.37529039402919345,0.9845893283417219,Positive,GO:0016149,,other,GO:0016149
GO:0035435,3,3,0.37529039402919345,0.9845893283417219,Positive,GO:0035435,,other,GO:0035435
GO:0080146,3,3,0.37529039402919345,0.9845893283417219,Positive,GO:0080146,,other,GO:0080146
GO:0009098,3,3,0.37529039402919345,0.9845893283417219,Positive,GO:0009098,,other,GO:0009098
GO:0042744,3,3,0.37529039402919345,0.9845893283417219,Positive,GO:0042744,,other,GO:0042744
GO:0004540,3,3,0.37529039402919345,0.9845893283417219,Positive,GO:0004540,,other,GO:0004540
GO:0019288,3,3,0.37529039402919345,0.9845893283417219,Positive,GO:0019288,,other,GO:0019288
GO:0016114,3,3,0.37529039402919345,0.9845893283417219,Positive,GO:0016114,,other,GO:0016114
GO:0009767,6,7,0.3761339902007357,0.9845893283417219,Positive,GO:0009767,,other,GO:0009767
GO:0006730,6,7,0.3761339902007357,0.9845893283417219,Positive,GO:0006730,,other,GO:0006730
GO:0006094,6,7,0.3761339902007357,0.9845893283417219,Positive,GO:0006094,,other,GO:0006094
GO:0005886,35,47,0.43077921478147385,0.9845893283417219,Positive,GO:0005886,,other,GO:0005886
GO:0008137,8,10,0.44166032965926894,0.9845893283417219,Positive,GO:0008137,,other,GO:0008137
GO:0009539,8,10,0.44166032965926894,0.9845893283417219,Positive,GO:0009539,,other,GO:0009539
GO:0005506,13,17,0.46558074983096254,0.9845893283417219,Positive,GO:0005506,,other,GO:0005506
GO:0016151,5,6,0.46764842524774036,0.9845893283417219,Positive,GO:0016151,,other,GO:0016151
GO:0009535,5,6,0.46764842524774036,0.9845893283417219,Positive,GO:0009535,,other,GO:0009535
GO:0042773,5,6,0.46764842524774036,0.9845893283417219,Positive,GO:0042773,,other,GO:0042773
GO:0036068,5,6,0.46764842524774036,0.9845893283417219,Positive,GO:0036068,,other,GO:0036068
GO:0016730,5,6,0.46764842524774036,0.9845893283417219,Positive,GO:0016730,,other,GO:0016730
GO:0006099,5,6,0.46764842524774036,0.9845893283417219,Positive,GO:0006099,,other,GO:0006099
GO:0020037,5,6,0.46764842524774036,0.9845893283417219,Positive,GO:0020037,,other,GO:0020037
GO:0034599,5,6,0.46764842524774036,0.9845893283417219,Positive,GO:0034599,,other,GO:0034599
GO:0045454,5,6,0.46764842524774036,0.9845893283417219,Positive,GO:0045454,,other,GO:0045454
GO:0005975,5,6,0.46764842524774036,0.9845893283417219,Positive,GO:0005975,,other,GO:0005975
GO:0005525,18,24,0.4800810871827733,0.9845893283417219,Positive,GO:0005525,,other,GO:0005525
GO:0006096,7,9,0.5214552304870946,0.9845893283417219,Positive,GO:0006096,,other,GO:0006096
GO:0009097,7,9,0.5214552304870946,0.9845893283417219,Positive,GO:0009097,,other,GO:0009097
GO:0003924,9,12,0.5602261624845783,0.9845893283417219,Positive,GO:0003924,,other,GO:0003924
GO:0042802,9,12,0.5602261624845783,0.9845893283417219,Positive,GO:0042802,,other,GO:0042802
GO:0043022,4,5,0.5732285800979269,0.9845893283417219,Positive,GO:0043022,,other,GO:0043022
GO:0009060,4,5,0.5732285800979269,0.9845893283417219,Positive,GO:0009060,,other,GO:0009060
GO:0016655,4,5,0.5732285800979269,0.9845893283417219,Positive,GO:0016655,,other,GO:0016655
GO:0000156,4,5,0.5732285800979269,0.9845893283417219,Positive,GO:0000156,,other,GO:0000156
GO:0032993,4,5,0.5732285800979269,0.9845893283417219,Positive,GO:0032993,,other,GO:0032993
GO:0140662,4,5,0.5732285800979269,0.9845893283417219,Positive,GO:0140662,,other,GO:0140662
GO:0016853,4,5,0.5732285800979269,0.9845893283417219,Positive,GO:0016853,,other,GO:0016853
GO:0003984,4,5,0.5732285800979269,0.9845893283417219,Positive,GO:0003984,,other,GO:0003984
GO:0016226,4,5,0.5732285800979269,0.9845893283417219,Positive,GO:0016226,,other,GO:0016226
GO:0015990,6,8,0.6073443012632012,0.9845893283417219,Positive,GO:0015990,,other,GO:0015990
GO:0009099,6,8,0.6073443012632012,0.9845893283417219,Positive,GO:0009099,,other,GO:0009099
GO:0003700,6,8,0.6073443012632012,0.9845893283417219,Positive,GO:0003700,,other,GO:0003700
GO:0007623,6,8,0.6073443012632012,0.9845893283417219,Positive,GO:0007623,,other,GO:0007623
GO:0022625,8,11,0.6337345779081671,0.9845893283417219,Positive,GO:0022625,,other,GO:0022625
GO:0005737,97,136,0.6435440773461487,0.9845893283417219,Positive,GO:0005737,,other,GO:0005737
GO:0046872,64,90,0.6491045165623851,0.9845893283417219,Positive,GO:0046872,,other,GO:0046872
GO:0009055,10,14,0.6557189848436629,0.9845893283417219,Positive,GO:0009055,,other,GO:0009055
GO:0009635,3,4,0.6900899021786814,0.9845893283417219,Positive,GO:0009635,,other,GO:0009635
GO:0015808,3,4,0.6900899021786814,0.9845893283417219,Positive,GO:0015808,,other,GO:0015808
GO:0042941,3,4,0.6900899021786814,0.9845893283417219,Positive,GO:0042941,,other,GO:0042941
GO:0031969,3,4,0.6900899021786814,0.9845893283417219,Positive,GO:0031969,,other,GO:0031969
GO:0016787,3,4,0.6900899021786814,0.9845893283417219,Positive,GO:0016787,,other,GO:0016787
GO:0004497,3,4,0.6900899021786814,0.9845893283417219,Positive,GO:0004497,,other,GO:0004497
GO:0016301,3,4,0.6900899021786814,0.9845893283417219,Positive,GO:0016301,,other,GO:0016301
GO:0030976,3,4,0.6900899021786814,0.9845893283417219,Positive,GO:0030976,,other,GO:0030976
GO:0051301,3,4,0.6900899021786814,0.9845893283417219,Positive,GO:0051301,,other,GO:0051301
GO:0009103,3,4,0.6900899021786814,0.9845893283417219,Positive,GO:0009103,,other,GO:0009103
GO:0022900,3,4,0.6900899021786814,0.9845893283417219,Positive,GO:0022900,,other,GO:0022900
GO:0019253,5,7,0.696434512865252,0.9845893283417219,Positive,GO:0019253,,other,GO:0019253
GO:0051082,5,7,0.696434512865252,0.9845893283417219,Positive,GO:0051082,,other,GO:0051082
GO:0000105,5,7,0.696434512865252,0.9845893283417219,Positive,GO:0000105,,other,GO:0000105
GO:0000976,7,10,0.7076433324186876,0.9845893283417219,Positive,GO:0000976,,other,GO:0000976
GO:0005524,76,108,0.7215079303508358,0.9845893283417219,Positive,GO:0005524,,other,GO:0005524
GO:0004176,6,9,0.7791224428154144,0.9845893283417219,Positive,GO:0004176,,other,GO:0004176
GO:0050660,6,9,0.7791224428154144,0.9845893283417219,Positive,GO:0050660,,other,GO:0050660
GO:0016168,8,12,0.7807514087553445,0.9845893283417219,Positive,GO:0016168,,other,GO:0016168
GO:0051537,8,12,0.7807514087553445,0.9845893283417219,Positive,GO:0051537,,other,GO:0051537
GO:1990904,16,24,0.8040151051588866,0.9845893283417219,Positive,GO:1990904,,other,GO:1990904
GO:0005840,16,24,0.8040151051588866,0.9845893283417219,Positive,GO:0005840,,other,GO:0005840
GO:0003735,40,59,0.827683397582429,0.9845893283417219,Positive,GO:0003735,,other,GO:0003735
GO:0015995,7,11,0.8369836528120991,0.9845893283417219,Positive,GO:0015995,,other,GO:0015995
GO:0003729,5,8,0.8449181988686704,0.9845893283417219,Positive,GO:0003729,,other,GO:0003729
GO:0003723,5,8,0.8449181988686704,0.9845893283417219,Positive,GO:0003723,,other,GO:0003723
GO:0045158,5,8,0.8449181988686704,0.9845893283417219,Positive,GO:0045158,,other,GO:0045158
GO:0016987,3,5,0.865381885299813,0.9845893283417219,Positive,GO:0016987,,other,GO:0016987
GO:0006352,3,5,0.865381885299813,0.9845893283417219,Positive,GO:0006352,,other,GO:0006352
GO:0016682,3,5,0.865381885299813,0.9845893283417219,Positive,GO:0016682,,other,GO:0016682
GO:0042026,3,5,0.865381885299813,0.9845893283417219,Positive,GO:0042026,,other,GO:0042026
GO:0031470,3,5,0.865381885299813,0.9845893283417219,Positive,GO:0031470,,other,GO:0031470
GO:0015934,3,5,0.865381885299813,0.9845893283417219,Positive,GO:0015934,,other,GO:0015934
GO:0009523,8,13,0.8785335546810799,0.9845893283417219,Positive,GO:0009523,,other,GO:0009523
GO:0006412,42,63,0.8797029828235797,0.9845893283417219,Positive,GO:0006412,,other,GO:0006412
GO:0045259,6,10,0.8863411084105041,0.9845893283417219,Positive,GO:0045259,,other,GO:0045259
GO:0046933,6,10,0.8863411084105041,0.9845893283417219,Positive,GO:0046933,,other,GO:0046933
GO:0009772,4,7,0.9016613923756973,0.9845893283417219,Positive,GO:0009772,,other,GO:0009772
GO:0004252,4,7,0.9016613923756973,0.9845893283417219,Positive,GO:0004252,,other,GO:0004252
GO:0016829,4,7,0.9016613923756973,0.9845893283417219,Positive,GO:0016829,,other,GO:0016829
GO:0051287,9,15,0.9088879641930199,0.9845893283417219,Positive,GO:0051287,,other,GO:0051287
GO:0045156,5,9,0.9271628939352403,0.9845893283417219,Positive,GO:0045156,,other,GO:0045156
GO:0016020,5,9,0.9271628939352403,0.9845893283417219,Positive,GO:0016020,,other,GO:0016020
GO:0032790,3,6,0.946374880801326,0.9899039898225014,Positive,GO:0032790,,other,GO:0032790
GO:0006633,3,6,0.946374880801326,0.9899039898225014,Positive,GO:0006633,,other,GO:0006633
GO:0051117,3,6,0.946374880801326,0.9899039898225014,Positive,GO:0051117,,other,GO:0051117
GO:0009368,3,6,0.946374880801326,0.9899039898225014,Positive,GO:0009368,,other,GO:0009368
GO:0006515,3,6,0.946374880801326,0.9899039898225014,Positive,GO:0006515,,other,GO:0006515
GO:0006006,3,6,0.946374880801326,0.9899039898225014,Positive,GO:0006006,,other,GO:0006006
GO:0016491,9,16,0.9526378423104805,0.9899039898225014,Positive,GO:0016491,,other,GO:0016491
GO:0006526,4,8,0.9584045858827245,0.9899039898225014,Positive,GO:0006526,,other,GO:0006526
GO:0030089,7,13,0.9590799076037766,0.9899039898225014,Positive,GO:0030089,,other,GO:0030089
GO:0003746,3,7,0.9799099971205474,0.9899039898225014,Positive,GO:0003746,,other,GO:0003746
GO:0050661,7,14,0.9811695428534793,0.9899039898225014,Positive,GO:0050661,,other,GO:0050661
GO:0006782,4,9,0.9833979394407119,0.9906823686217542,Positive,GO:0006782,,other,GO:0006782
GO:0031676,55,89,0.9925830634650527,0.9970918617712982,Positive,GO:0031676,,other,GO:0031676
GO:0022627,3,8,0.9928132438632414,0.9970918617712982,Positive,GO:0022627,,other,GO:0022627
GO:0015979,32,59,0.9994336054088088,0.9997288129069624,Positive,GO:0015979,,other,GO:0015979
GO:0009522,3,11,0.9997288129069624,0.9997288129069624,Positive,GO:0009522,,other,GO:0009522
